RUS,CHN,7.3
TWN,RUS,16.9
RUS,UKR,3.8
UKR,RUS,7.0
RUS,BRA,3.4
JPN,RUS,5.3
RUS,TUR,3.2
USA,RUS,4.5
RWA,E27,26.7
E27,RWA,16.8
RWA,CHE,16.9
UGA,RWA,13.9
RWA,COD,14.0
TWN,RWA,11.7
RWA,KEN,13.9
KEN,RWA,8.7
RWA,CHN,3.5
IDN,RWA,6.6
SAU,JPN,26.8
E27,SAU,31.9
SAU,USA,17.5
BRA,SAU,13.6
SAU,E27,7.1
TWN,SAU,9.7
SAU,ARE,3.6
JPN,SAU,8.7
SAU,IDN,1.4
PRK,SAU,4.5
SLB,CHN,33.2
SGP,SLB,23.2
SLB,E27,22.6
AUS,SLB,18.1
SLB,SGP,9.1
BRA,SLB,14.6
SLB,PHL,8.1
CHN,SLB,11.1
SLB,THA,6.4
NZL,SLB,6.4
SYC,E27,40.9
E27,SYC,29.7
SYC,SAU,26.8
ARE,SYC,16.7
SYC,CHE,0.8
SAU,SYC,14.5
SYC,LKA,0.7
SGP,SYC,8.2
SYC,USA,0.5
ZAF,SYC,6.2
SDN,TWN,65.3
CHN,SDN,16.6
SDN,ARE,10.5
E27,SDN,14.4
SDN,CAN,8.8
JPN,SDN,9.5
SDN,SAU,2.8
SAU,SDN,7.6
SDN,JPN,2.3
ARE,SDN,7.4
SWE,E27,54.6
E27,SWE,68.7
SWE,NOR,9.4
NOR,SWE,8.4
SWE,BRA,5.9
RUS,SWE,5.5
SWE,CHN,3.2
TWN,SWE,3.9
SWE,RUS,2.2
USA,SWE,3.0
SGP,MYS,12.2
E27,SGP,12.6
SVN,E27,70.8
E27,SVN,66.2
SVN,HRV,6.7
TWN,SVN,5.1
SVN,RUS,3.6
HRV,SVN,4.1
SVN,SRB,3.4
USA,SVN,3.1
SVN,BIH,2.7
RUS,SVN,2.0
SVK,E27,84.5
E27,SVK,53.1
SVK,RUS,3.7
RUS,SVK,11.2
SVK,CHN,2.6
PRK,SVK,6.4
SVK,BRA,1.6
TWN,SVK,6.1
SVK,TUR,1.4
SEN,MLI,17.3
E27,SEN,41.4
SEN,E27,14.9
NGA,SEN,9.2
SEN,IDN,14.0
TWN,SEN,6.6
SEN,CHE,8.7
USA,SEN,4.9
SEN,GIN,5.3
TUR,SEN,3.8
SUR,ARE,26.1
USA,SUR,26.7
SUR,CAN,18.6
TTO,SUR,25.4
SUR,E27,13.6
E27,SUR,20.3
SUR,BRA,11.2
TWN,SUR,6.5
SUR,CHE,9.4
BRA,SUR,3.2
STP,E27,81.5
E27,STP,66.8
STP,NOR,4.6
AGO,STP,15.6
STP,NGA,4.1
GAB,STP,5.1
STP,AGO,1.3
JPN,STP,2.3
STP,BRA,0.5
TWN,STP,2.2
SLV,BRA,48.4
USA,SLV,36.9
SLV,GTM,14.0
GTM,SLV,9.5
SLV,BLZ,12.9
MEX,SLV,8.9
SLV,NIC,5.4
E27,SLV,6.8
SLV,E27,4.3
TWN,SLV,5.7
SYR,E27,40.5
E27,SYR,25.3
SYR,IRQ,20.2
TUR,SYR,9.5
SYR,TUR,5.5
TWN,SYR,8.8
SYR,SAU,4.8
UKR,SYR,6.5
SYR,LBN,3.8
RUS,SYR,6.3
SWZ,ZAF,79.8
ZAF,SWZ,81.4
SWZ,E27,13.9
CHN,SWZ,4.0
SWZ,NAM,2.8
E27,SWZ,2.7
SWZ,MOZ,1.8
JPN,SWZ,2.4
SWZ,ARE,0.5
TGO,CHN,12.5
E27,TGO,36.6
TGO,BFA,11.5
CHN,TGO,18.1
TGO,BEN,11.2
THA,TGO,3.8
TGO,NGA,8.7
GHA,TGO,3.3
TGO,GHA,6.4
IDN,TGO,2.7
THA,TWN,12.0
JPN,THA,18.5
THA,E27,10.6
TWN,THA,13.4
THA,JPN,10.5
E27,THA,7.8
THA,USA,9.6
ARE,THA,6.3
TUN,E27,76.4
E27,TUN,57.5
TUN,LBY,4.4
TWN,TUN,6.1
TUN,DZA,2.6
RUS,TUN,5.7
TUN,BRA,1.5
USA,TUN,3.7
TUN,MAR,1.3
TUR,TUN,3.5
TUR,E27,47.0
E27,TUR,37.9
TUR,IRQ,6.2
RUS,TUR,9.9
TUR,RUS,4.4
CHN,TUR,9.0
TUR,USA,3.4
BRA,TUR,6.7
TUR,ARE,2.7
IRN,TUR,5.2
TTO,USA,48.1
BRA,TTO,28.0
TTO,E27,9.0
GAB,TTO,12.9
TTO,JAM,6.5
COL,TTO,9.5
TTO,ATG,3.4
E27,TTO,9.1
TTO,SUR,2.7
BRA,TTO,7.2
TWN,TWN,27.2
JPN,TWN,18.5
TZA,CHE,19.4
E27,TZA,14.0
TZA,ZAF,18.1
IDN,TZA,14.0
TZA,TWN,14.3
ARE,TZA,11.1
TZA,E27,12.1
CHE,TZA,9.9
TZA,JPN,7.5
TWN,TZA,9.4
UKR,RUS,29.0
RUS,UKR,35.3
UKR,E27,26.3
E27,UKR,31.2
UKR,TUR,5.5
TWN,UKR,7.6
UKR,IDN,3.3
BLR,UKR,5.1
UKR,CHN,3.2
USA,UKR,3.1
UGA,E27,22.6
E27,UGA,15.6
UGA,MLI,12.9
IDN,UGA,14.7
UGA,KEN,11.8
KEN,UGA,11.0
UGA,COD,11.4
TWN,UGA,8.9
UGA,RWA,9.2
ARE,UGA,8.4
USA,CAN,19.0
TWN,USA,18.4
USA,E27,18.2
E27,USA,16.6
USA,MEX,13.4
CAN,USA,14.1
USA,CHN,7.0
MEX,USA,11.7
USA,JPN,4.5
JPN,USA,5.9
URY,BRA,20.4
ARG,URY,23.6
URY,E27,15.4
BRA,URY,21.1
URY,ARG,6.4
CHN,URY,11.9
URY,TWN,4.3
E27,URY,10.8
URY,RUS,4.0
USA,URY,8.2
VCT,LCA,20.6
USA,VCT,33.0
VCT,TTO,16.1
TTO,VCT,27.1
VCT,E27,12.4
E27,VCT,9.5
VCT,ATG,11.3
TWN,VCT,5.3
VCT,ATG,7.4
CAN,VCT,5.0
VEN,E27,0.6
BRA,VEN,27.9
VEN,TWN,0.5
E27,VEN,13.8
VEN,BRA,0.5
TWN,VEN,12.0
VEN,COL,0.5
BRA,VEN,8.6
VEN,BRA,0.4
COL,VEN,4.2
VNM,BRA,19.7
TWN,VNM,23.8
VNM,E27,15.8
PRK,VNM,11.5
VNM,TWN,10.7
JPN,VNM,10.6
VNM,JPN,10.7
VUT,E27,17.0
AUS,VUT,31.1
VUT,PHL,13.9
NZL,VUT,16.8
WSM,AUS,61.1
NZL,WSM,27.9
WSM,NZL,18.9
SGP,WSM,21.2
YEM,CHN,32.4
E27,YEM,15.7
YEM,THA,18.3
ARE,YEM,10.6
YEM,IDN,13.7
SAU,YEM,8.7
YEM,PRK,8.0
CHE,YEM,7.5
YEM,E27,5.8
TWN,YEM,6.5
ZAF,E27,22.3
E27,ZAF,30.6
ZAF,CHN,13.4
TWN,ZAF,14.2
ZAF,BRA,9.0
USA,ZAF,8.0
ZAF,JPN,8.2
JPN,ZAF,4.7
ZAF,IDN,3.6
SAU,ZAF,4.5
ZMB,CHE,51.0
ZAF,ZMB,34.4
ZMB,CHN,20.2
COG,ZMB,23.8
ZMB,ZAF,9.1
KWT,ZMB,9.6
ZMB,COD,4.6
E27,ZMB,9.1
ZMB,E27,4.4
TWN,ZMB,5.4
ZWE,ZAF,54.2
ZAF,ZWE,50.2
ZWE,E27,11.2
BRA,ZWE,8.5
ZWE,ARE,10.3
E27,ZWE,8.4
ZWE,CHN,7.4
TWN,ZWE,6.2
ZWE,MOZ,2.9
ARE,ZWE,5.3
