TWN,GTM,6.9
GTM,E27,6.6
E27,GTM,6.6
GTM,MEX,5.0
SLV,GTM,4.9
GNB,IDN,86.6
E27,GNB,46.9
GNB,SGP,12.1
SEN,GNB,40.9
GNB,E27,0.8
THA,GNB,7.0
GNB,PAN,0.2
TWN,GNB,2.4
GNB,PRK,0.2
GMB,GNB,1.6
GUY,BRA,22.8
USA,GUY,26.6
GUY,E27,22.2
TTO,GUY,16.4
GUY,CAN,20.1
E27,GUY,9.3
GUY,VEN,7.8
TWN,GUY,6.4
GUY,JAM,5.4
SUR,GUY,5.9
HKG,CHN,54.1
TWN,HKG,43.2
HKG,E27,10.2
JPN,HKG,8.5
HKG,USA,9.4
E27,HKG,7.9
HKG,JPN,3.8
SGP,HKG,6.5
HKG,IDN,2.7
USA,HKG,6.2
HND,BRA,47.7
USA,HND,36.0
HND,E27,19.1
GTM,HND,10.6
HND,SLV,7.0
MEX,HND,6.6
HND,GTM,6.4
SLV,HND,6.1
HND,NIC,3.9
E27,HND,5.8
HRV,E27,59.8
E27,HRV,61.8
HRV,BIH,12.3
RUS,HRV,7.2
HRV,SRB,3.9
TWN,HRV,7.1
HRV,BRA,2.7
AZE,HRV,3.5
HRV,RUS,2.4
BIH,HRV,3.3
HUN,E27,76.2
E27,HUN,69.5
HUN,RUS,3.2
RUS,HUN,8.7
HUN,UKR,2.0
TWN,HUN,6.0
HUN,BRA,2.0
PRK,HUN,2.1
HUN,ARE,1.8
USA,HUN,1.9
IDN,JPN,16.6
TWN,IDN,14.8
IDN,CHN,11.3
SGP,IDN,14.6
IDN,E27,10.1
JPN,IDN,11.0
IDN,SGP,9.1
PRK,IDN,7.3
IDN,USA,8.1
E27,IDN,7.0
IRL,E27,57.8
E27,IRL,62.3
IRL,BRA,23.1
USA,IRL,12.2
IRL,CHE,4.0
TWN,IRL,5.3
IRL,JPN,1.9
NOR,IRL,2.4
IRL,CHN,1.8
JPN,IRL,1.6
ISR,BRA,28.7
E27,ISR,34.6
ISR,E27,27.7
USA,ISR,11.8
IND,E27,18.1
TWN,IND,12.0
IND,ARE,12.4
E27,IND,11.9
IND,USA,10.9
ARE,IND,7.7
IND,TWN,5.5
CHE,IND,6.8
IND,SGP,5.2
SAU,IND,6.1
IRQ,SYR,0.2
IRQ,JOR,0.1
IRQ,IRN,0.0
IRQ,TUR,0.0
IRQ,MAR,0.0
ISL,E27,78.3
E27,ISL,46.0
ISL,NOR,4.4
NOR,ISL,15.9
ISL,USA,3.7
BRA,ISL,10.9
ISL,RUS,3.1
CHN,ISL,6.3
ISL,JPN,2.5
BRA,ISL,5.8
ITA,E27,55.4
E27,ITA,53.2
ITA,USA,6.1
CHN,ITA,7.3
ITA,CHE,5.5
RUS,ITA,4.5
ITA,TWN,2.7
BRA,ITA,3.3
ITA,TUR,2.5
CHE,ITA,2.8
JAM,USA,49.6
BRA,JAM,35.9
JAM,E27,13.4
VEN,JAM,14.0
JAM,CAN,12.3
TTO,JAM,13.8
JAM,NOR,5.2
E27,JAM,6.8
JAM,RUS,2.8
CHN,JAM,4.6
JOR,IRQ,15.2
SAU,JOR,22.8
JOR,USA,13.1
E27,JOR,20.6
JOR,IDN,10.9
TWN,JOR,10.0
JOR,SAU,8.5
USA,JOR,5.9
JOR,E27,4.3
EGY,JOR,4.1
JPN,TWN,19.7
CHN,JPN,21.5
JPN,USA,15.5
E27,JPN,9.4
JPN,E27,11.7
BRA,JPN,8.9
JPN,PRK,8.0
AUS,JPN,6.6
KEN,E27,23.9
E27,KEN,18.6
KEN,UGA,12.7
TWN,KEN,12.6
KEN,TZA,8.1
ARE,KEN,12.1
KEN,BRA,5.5
IDN,KEN,10.8
KEN,ARE,4.6
ZAF,KEN,6.2
KGZ,CHE,44.1
RUS,KGZ,33.6
KGZ,KAZ,14.6
TWN,KGZ,21.7
KGZ,RUS,14.4
E27,KGZ,10.4
KGZ,ARE,7.6
KAZ,KGZ,9.6
KGZ,UZB,6.3
BRA,KGZ,4.9
KHM,USA,34.1
CHN,KHM,24.2
COM,E27,16.1
ARE,COM,38.6
COM,SGP,1.3
E27,COM,12.8
COM,IDN,1.2
PAK,COM,4.0
COM,ARE,0.6
TWN,COM,3.7
COM,YEM,0.3
TZA,COM,2.9
KNA,BRA,84.7
USA,KNA,61.0
KNA,E27,5.2
TTO,KNA,11.5
KOR,CHN,24.2
TWN,KOR,16.5
KOR,BRA,10.2
JPN,KOR,13.0
KOR,E27,10.1
E27,KOR,9.0
KOR,JPN,7.1
USA,KOR,8.5
KWT,TWN,2.2
KWT,ARE,1.1
KWT,SAU,0.9
KWT,E27,0.7
KWT,IDN,0.6
KAZ,E27,53.8
E27,KAZ,30.1
KAZ,TWN,17.7
RUS,KAZ,22.8
KAZ,RUS,5.3
CHN,KAZ,16.5
KAZ,CAN,4.3
UKR,KAZ,5.7
KAZ,ISR,2.2
BRA,KAZ,5.5
LBN,ZAF,15.8
E27,LBN,36.1
LBN,CHE,12.1
USA,LBN,9.9
LBN,E27,11.9
CHN,LBN,8.1
LBN,ARE,7.6
CHE,LBN,4.9
LBN,SAU,7.2
EGY,LBN,4.7
LCA,USA,34.0
BRA,LCA,42.6
LCA,TTO,23.2
TTO,LCA,23.8
LCA,E27,17.0
E27,LCA,8.4
LCA,ATG,8.5
JPN,LCA,4.3
LCA,VCT,3.0
ATG,LCA,3.5
LKA,E27,35.5
IDN,LKA,22.1
LKA,BRA,21.4
TWN,LKA,10.8
LKA,IDN,5.2
E27,LKA,9.8
LKA,SGP,4.1
SGP,LKA,7.8
LKA,ARE,3.0
IRN,LKA,7.3
LSO,ZAF,48.9
ZAF,LSO,95.2
LSO,USA,31.8
JPN,LSO,2.5
LSO,CAN,15.1
E27,LSO,1.6
LSO,E27,1.9
GMB,LSO,0.2
LSO,MDG,0.6
BRA,LSO,0.2
LTU,E27,59.9
E27,LTU,54.5
LTU,RUS,16.6
RUS,LTU,32.0
LTU,BLR,5.2
BLR,LTU,2.4
LTU,UKR,3.3
CHN,LTU,2.0
LTU,USA,2.6
BRA,LTU,1.2
LUX,E27,78.8
E27,LUX,75.6
LUX,USA,3.5
BRA,LUX,5.3
LUX,CHE,2.9
CHE,LUX,1.9
LUX,TWN,1.4
JPN,LUX,1.6
LVA,E27,71.9
E27,LVA,76.8
LVA,RUS,10.6
RUS,LVA,8.5
LVA,NOR,2.4
BLR,LVA,4.4
LVA,BLR,1.8
TWN,LVA,2.7
LVA,AFG,1.5
CHE,LVA,1.3
MAR,E27,59.7
E27,MAR,49.2
MAR,IDN,6.1
TWN,MAR,8.4
MAR,BRA,3.8
USA,MAR,7.1
MAR,BRA,3.8
SAU,MAR,6.0
MAR,SGP,1.9
RUS,MAR,3.8
MDA,E27,48.9
E27,MDA,43.5
MDA,RUS,28.2
RUS,MDA,15.9
MDA,UKR,6.9
UKR,MDA,12.4
MDA,BLR,3.4
TWN,MDA,7.7
MDA,TUR,3.3
TUR,MDA,7.1
MNE,E27,49.7
E27,MNE,35.7
MNE,SRB,17.7
SRB,MNE,28.4
MNE,HRV,10.2
BIH,MNE,7.6
MNE,BIH,5.0
TWN,MNE,5.7
MNE,CHE,3.2
HRV,MNE,4.9
MDG,E27,54.3
ARE,MDG,16.8
MDG,SGP,6.9
E27,MDG,16.6
MDG,CHN,6.2
TWN,MDG,13.8
MDG,CAN,4.9
ZAF,MDG,5.8
MDG,IDN,4.3
IDN,MDG,4.0
MKD,E27,60.6
E27,MKD,54.3
MKD,SRB,19.6
RUS,MKD,9.8
MKD,HRV,3.1
SRB,MKD,7.6
MKD,CHN,2.9
TWN,MKD,5.1
MKD,UKR,2.2
TUR,MKD,4.9
MLI,ZAF,57.1
E27,MLI,24.0
MLI,CHE,12.1
SEN,MLI,13.6
MLI,E27,8.9
BEN,MLI,9.9
MLI,SEN,4.4
TWN,MLI,9.9
MLI,BRA,3.2
USA,MLI,9.0
MMR,THA,41.7
TWN,MMR,27.1
MNG,TWN,74.2
RUS,MNG,34.3
MNG,CAN,9.5
CHN,MNG,31.1
MNG,E27,5.6
E27,MNG,9.2
MNG,USA,3.4
PRK,MNG,5.6
MNG,RUS,3.0
JPN,MNG,5.1
MRT,E27,38.3
E27,MRT,43.9
MRT,CHN,36.9
ARE,MRT,25.9
MRT,CHE,13.6
TWN,MRT,5.1
MRT,JPN,5.2
USA,MRT,3.0
MRT,RUS,1.1
SEN,MRT,2.3
MLT,E27,29.7
E27,MLT,62.8
MLT,SGP,14.7
SGP,MLT,4.0
MLT,BRA,11.0
TWN,MLT,3.9
MUS,E27,63.1
E27,MUS,23.6
MUS,USA,10.5
IDN,MUS,23.4
MUS,ZAF,7.7
CHN,MUS,14.0
MUS,MDG,6.2
ZAF,MUS,7.1
MUS,CHE,1.8
AUS,MUS,2.6
MDV,E27,49.0
ARE,MDV,21.8
MDV,THA,20.3
SGP,MDV,21.6
MDV,LKA,11.7
IDN,MDV,10.1
MWI,E27,29.8
ZAF,MWI,25.0
MWI,CAN,8.8
E27,MWI,12.6
MWI,ZWE,8.6
IDN,MWI,11.5
MWI,ZAF,8.2
CHN,MWI,9.3
MWI,USA,5.4
BRA,MWI,5.3
MEX,USA,78.7
BRA,MEX,49.8
MEX,E27,5.5
TWN,MEX,14.9
MEX,CAN,3.1
E27,MEX,10.8
MEX,TWN,1.7
JPN,MEX,4.7
MEX,COL,1.6
PRK,MEX,3.9
MYS,TWN,13.1
CHN,MYS,13.2
MYS,SGP,12.7
SGP,MYS,12.8
MYS,JPN,11.5
JPN,MYS,11.4
MYS,E27,10.4
E27,MYS,10.4
MYS,USA,8.3
BRA,MYS,9.7
MOZ,E27,52.9
ZAF,MOZ,33.6
MOZ,ZAF,16.2
E27,MOZ,21.6
MOZ,TWN,4.7
ARE,MOZ,6.4
MOZ,IRN,4.2
CHN,MOZ,5.9
MOZ,MYS,3.9
IDN,MOZ,4.8
NAM,E27,35.6
ZAF,NAM,75.8
NAM,ZAF,29.1
E27,NAM,8.6
NAM,AGO,8.3
CHN,NAM,4.1
NAM,USA,7.0
ZMB,NAM,2.1
NAM,CAN,4.8
IDN,NAM,1.2
NER,E27,67.4
E27,NER,34.5
NER,CHE,9.3
CHN,NER,26.9
NER,NGA,5.4
BRA,NER,5.8
NER,USA,4.7
NGA,NER,4.6
NER,GHA,3.6
TGO,NER,4.2
NGA,USA,34.4
E27,NGA,21.8
NGA,E27,22.4
BRA,NGA,17.9
NGA,IDN,10.5
CHN,NGA,16.6
NGA,BRA,7.0
ATG,NGA,5.6
NGA,GNQ,3.1
IDN,NGA,5.4
NIC,USA,30.4
BRA,NIC,18.8
NIC,VEN,13.3
VEN,NIC,15.7
NIC,CAN,12.0
CHN,NIC,9.2
NIC,E27,10.7
CRI,NIC,8.6
NIC,SLV,8.7
MEX,NIC,8.1
NLD,E27,74.1
E27,NLD,53.2
NLD,BRA,4.5
TWN,NLD,9.3
NLD,RUS,1.5
USA,NLD,7.5
NLD,CHE,1.5
RUS,NLD,4.2
NLD,CHN,1.5
JPN,NLD,2.8
NOR,E27,81.2
E27,NOR,62.8
NOR,BRA,5.6
TWN,NOR,9.1
NOR,CHN,1.8
USA,NOR,5.4
NOR,CAN,1.6
CAN,NOR,4.1
NOR,JPN,1.2
PRK,NOR,2.7
NPL,IDN,65.5
IDN,NPL,57.0
NPL,E27,11.1
CHN,NPL,10.5
NPL,USA,6.3
ARE,NPL,8.9
NPL,BGD,5.5
E27,NPL,4.1
NPL,BTN,2.6
IDN,NPL,2.2
NZL,AUS,22.7
TWN,NZL,16.0
NZL,CHN,12.4
AUS,NZL,16.0
NZL,E27,10.7
E27,NZL,15.5
NZL,BRA,8.4
USA,NZL,10.3
NZL,JPN,7.2
JPN,NZL,6.1
OMN,ARE,4.7
ARE,OMN,24.2
OMN,IDN,2.4
E27,OMN,12.3
OMN,TWN,1.3
CHN,OMN,4.4
OMN,E27,1.2
IDN,OMN,3.9
OMN,SAU,1.2
USA,OMN,3.4
PAN,BRA,26.3
TWN,PAN,26.2
PAN,VEN,17.7
USA,PAN,18.6
PAN,COL,12.8
SGP,PAN,15.7
PAN,CRI,4.4
E27,PAN,9.0
PAN,ECU,4.0
MEX,PAN,3.9
PER,E27,18.2
USA,PER,19.7
PER,CHN,15.3
TWN,PER,16.7
PER,BRA,13.3
E27,PER,10.9
PER,CHE,12.9
BRA,PER,6.4
PER,CAN,9.2
ECU,PER,5.0
PHL,JPN,18.5
JPN,PHL,11.0
PHL,USA,14.8
BRA,PHL,10.9
PHL,TWN,12.7
CHN,PHL,10.2
PHL,E27,12.4
SGP,PHL,8.1
PHL,SGP,8.9
E27,PHL,7.4
PAK,E27,25.0
ARE,PAK,15.6
PAK,BRA,15.1
TWN,PAK,14.8
PAK,AFG,10.5
SAU,PAK,10.7
PAK,ARE,7.6
E27,PAK,10.4
PAK,TWN,6.6
KWT,PAK,8.9
POL,E27,77.1
E27,POL,58.6
POL,RUS,4.7
RUS,POL,12.6
POL,UKR,2.6
CHN,POL,8.8
POL,NOR,2.1
BRA,POL,2.3
POL,USA,2.0
PRK,POL,2.2
PRT,E27,72.5
E27,PRT,72.8
PRT,AGO,5.5
NGA,PRT,2.7
PRT,USA,3.5
CHN,PRT,2.6
PRT,BRA,1.4
BRA,PRT,2.5
PRT,MEX,1.1
AGO,PRT,2.0
PRY,URY,19.2
CHN,PRY,29.6
PRY,ARG,17.6
BRA,PRY,26.3
PRY,BRA,14.2
ARG,PRY,14.1
PRY,E27,9.2
E27,PRY,6.2
PRY,CHL,8.9
BRA,PRY,5.3
QAT,JPN,26.1
E27,QAT,29.9
QAT,PRK,17.6
USA,QAT,11.5
QAT,E27,15.9
CHN,QAT,9.6
QAT,IDN,9.5
ARE,QAT,8.0
QAT,SGP,7.1
JPN,QAT,5.6
ROU,E27,71.1
E27,ROU,72.6
ROU,TUR,6.2
CHN,ROU,4.6
ROU,RUS,2.3
KAZ,ROU,4.2
ROU,UKR,1.8
RUS,ROU,3.8
ROU,USA,1.8
TUR,ROU,3.5
SRB,E27,57.6
E27,SRB,55.6
SRB,BIH,10.1
RUS,SRB,13.2
SRB,MNE,7.6
CHN,SRB,7.6
SRB,RUS,6.7
BIH,SRB,3.3
RUS,E27,48.4
E27,RUS,43.4
